Best Case
3040,BestCase
Post PVT,1,0,0,2,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
LP_STD,0.1899050332333962,0.2028194473913593,0.2348194878702245,0.24695869938824383,0.2006266182375199,0.192603473472403,0.1630737816128127,0.20656742743805495,0.20491169702966716,0.19418512504728502,0.24688542260703095,0.23046015772230105,0.17390631117747624,0.22163111163343147,0.18888788582498614,0.2148796980774307,0.2154000436389137,0.15831354052027674,0.17728588853462665,0.1746995066491906,0.16195162739608635,0.12372106150865436,0.16000930526924856,0.18718327090030126,0.1863681169261047,0.1541842293471154,0.16940181607714436,0.15232009726813203,0.214624241651909,0.17260883180974357,0.1568036341668844,0.15731998382969375,0.12670544532288702,0.14070271572093657,0.1844842470423888,0.17364301522550674,0.14055417399809586,0.1560878748662347,0.1304441452456627,0.1494700788168586
Steer>3,0.4160564287952823,1.1920868759546857,0.6331699346405228,1.7260735069887925,0.6944302038550665,0.0,0.0,0.2467684207412666,0.7385505076434005,0.17826616301174444,0.0,0.3058510638297872,0.8442425833196772,0.0,0.42068303783088146,0.5947488349505112,0.32103279851804345,0.07702182284980745,0.3227706264976778,1.2532036554562356,0.0,0.05332239540607055,1.0509999892992048,0.07745617611088464,0.06399317406143344,0.0,0.02870028700287003,0.041084634346754315,0.0,0.0,0.0,0.0,0.09190371991247263,0.0,0.33814432989690724,0.0,0.03857693956279469,0.0,0.0216076058772688,0.4292392690182745
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3275,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2
Post PVT,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
LP_STD,0.15498425941265087,0.19474358023684424,0.1890810326592093,0.1332724588869713,0.18089999201860316,0.1705958171521216,0.19501656495177944,0.14900991078385337,0.15975195031290415,0.1265910692060117,0.1396385462658265,0.17256913972477173,0.14890890638990645,0.15905725925742326,0.14960275634399514,0.1334834791104634,0.16477202838346697,0.1367254474015746,0.18226046121579517,0.20136059912040585,0.16234338090342196,0.14482216341196602,0.126436395625292,0.1372399967573843,0.13825223965816422,0.20162598178393484,0.14676287801217489,0.16176362757365687,0.11744437545933657,0.12745867311756992,0.15948921365305538,0.14449910643398406,0.1390883092508336,0.14075641788159934,0.14416936698774946,0.15125873242225762,0.15308096335660826,0.1428075306068823,0.14172515130457092,0.12546949846903377
Steer>3,0.0,0.0,0.10273972602739725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10092145677928917,0.0706713780918728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087527352297593
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3386,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LP_STD,0.14723537211761004,0.14394477614096957,0.17118507651348722,0.15279785450957087,0.16772341354907366,0.20580513008246837,0.15974723400534374,0.16247046961695663,0.12828195163573136,0.14053400716530273,0.12561067814688193,0.13291643227890032,0.17565427667987954,0.1642659938575108,0.16193606980673061,0.15277173636124447,0.1546246638795137,0.1479361626187142,0.12811750471300504,0.13277307672457278,0.14360396565341063,0.15008637640762865,0.14570791626536403,0.11858409560193475,0.1466685675504103,0.13205373537663648,0.1519522787754084,0.14434438346559866,0.14005429009441112,0.12985978846159646,0.1474520366281899,0.13271236739839642,0.1134678095217895,0.13757947869052808,0.14028422013771916,0.11765394675150367,0.1328080137500693,0.17681754273241188,0.1388210533380378,0.13469585444533197
Steer>3,0.0,0.0,0.0,0.0,0.48118985126859143,0.0,0.12697022767075306,0.11206896551724137,0.0,0.0,0.0,0.18703784254023487,0.0,0.0,0.31448381017263943,0.15532133757643726,0.0,0.32453294644840047,0.0,0.0,0.11468901632112924,0.1594835386425035,0.0,0.0,0.0,0.0,0.15866020273248127,0.553350594646734,0.6358863535779226,0.07535460992907801,0.5065597441167948,0.0,0.0,0.0,0.37280701754385964,0.582392776523702,0.0,0.0,0.11041766682669227,0.34528552456839307
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3408,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Post PVT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LP_STD,0.11533477545392237,0.1322831832005599,0.15469477764138034,0.14512800814329316,0.12642617736799938,0.1301550745788237,0.15275923873136987,0.14893834480122528,0.15342911972927337,0.14777393524495314,0.13766069939935996,0.12268329886039502,0.14103523909897026,0.11097387143944844,0.1355721668622062,0.09899805818334435,0.11944238218470409,0.11072239232425836,0.12845298800900026,0.10442104475136534,0.12603375832662334,0.11480259227926051,0.14577849876756085,0.1225512020341191,0.11624668730576078,0.10576786172488499,0.11246160237701026,0.11232877175693301,0.13549884303570883,0.10203593453838726,0.09205087963754119,0.10740739857589061,0.11925339030578679,0.11881385748559885,0.12620739307317047,0.12971964207725453,0.10552459391936912,0.11466295790748304,0.11461679850027458,0.11378759009840204
Steer>3,0.0,0.044150110375275935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07623318385650224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05752212389380531,0.0,0.0,0.0,0.13833110218652386,0.0,0.06693440428380187,0.2157303370786517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3440,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,0,1,0,0,0,1,2,2,0,0,3,1,0,1,2,0,0,0,3,2,0,0,0,0,0,2,4,5,0,0,1,2,0,0,1,0,3,1,1,0
Post PVT,2,2,4,1,2,1,3,4,3,4,0,0,1,2,3,3,1,1,2,1,1,0,1,3,5,2,9,4,1,1,4,2,0,1,2,1,1,2,2,3
LP_STD,0.22904434661743817,0.16801871724486311,0.18742174507189602,0.18213438283421512,0.1657747324329568,0.20440965987805798,0.1929452768105499,0.17369326130246604,0.1511890013596195,0.17644835252241337,0.15694185421417495,0.15620642670939786,0.1662002718471508,0.14819319409584306,0.13869545701174762,0.16228614160217128,0.128961944013916,0.1309697751795054,0.17073983965490594,0.1429124165971492,0.12448426272314958,0.154119129741519,0.13178943885552566,0.1359544203942252,0.13939198102903896,0.13682729019122788,0.142685360638475,0.1194622618289137,0.13393866555698244,0.1223704670846669,0.10084865622998032,0.11895642290168262,0.11831519177314595,0.11991318863760991,0.11797477827419307,0.11269826985288374,0.11777468012947437,0.11785903937334793,0.14081625954138183,0.12489260991675244
Steer>3,0.4844032163440238,0.45851147148791405,0.23422576862925135,0.5295468340841607,1.0399235208715596,0.5098056480789468,1.0746656733261761,0.5573308795085472,0.09935205183585313,0.10748447373454524,0.0,0.07282348818049539,0.30419880034275926,0.3702109341368919,0.42572176716970855,0.9451998784333314,0.0,0.31882809133993967,0.42202552559292555,0.0,1.0342851749237956,0.4922557056994584,0.06003430531732418,0.47371125636928985,0.4268810790720819,0.0688691493606656,0.06194970960210636,0.030081650193382038,0.39130473373437563,0.10757346924531133,0.1207416990081932,0.0,0.4182014052311591,0.0,0.0,0.1337293197758314,0.10766580534022396,0.1718213058419244,0.32688172043010755,0.06490696668109044
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3574,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,1,1,1,5,0,4,1,2,6,1,1,1,3,1,1,2,2,7,3,3,5,1,0,3,4,5,1,3,1,1,0,0,4,4,2,5,3,2,2,1
Post PVT,1,7,4,5,2,1,2,0,3,7,1,0,0,4,0,4,4,5,5,4,3,8,4,5,5,3,4,2,3,5,3,3,1,3,4,3,5,6,0,4
LP_STD,0.25227451295401815,0.4031257309997994,0.3643750902252835,0.24851356936610053,0.19740996704114044,0.24599200836611484,0.23614386391907766,0.23756644409258515,0.23783950521139857,0.278454480753532,0.24374788692129162,0.2325960019656804,0.22470305545007824,0.2958855226056126,0.22522674735088052,0.23784803191063278,0.2488886734949133,0.2579434389827191,0.25869625203390917,0.22574324156945225,0.25544969293022546,0.2458029883620104,0.21812847816723968,0.24499562352043705,0.25668179538091557,0.23256247804360597,0.22874265871747382,0.21997207257717596,0.2297990859624462,0.2329518810664184,0.19620782869273357,0.26728901745841754,0.22032177564952105,0.2660666325145357,0.21765262780164046,0.21973087067190217,0.26806449581138836,0.2406495945956563,0.25106943985786545,0.2387431759429032
Steer>3,1.1006648118161952,1.149473839747878,2.8709399215462676,0.6750703712734287,0.0,0.12826385707741642,0.0,0.0,0.47009449244593177,0.03524229074889868,0.18196933744094781,0.13848977783404012,0.6377618008001996,1.0077048830815936,0.5506216696269982,0.9334990373214694,0.8207818859837012,0.2767857142857143,0.04032258064516129,0.8982463513721359,1.0895762103826185,0.1184510250569476,1.086284562803438,0.0,1.3486148283044916,0.4381895028665094,1.3329424405671766,0.34204268198523735,0.22882181110029212,0.34369084315662235,0.11780104712041886,0.6066478112237628,0.0,0.19839732631397042,0.1344688480502017,0.0,0.6672191411147235,0.0,0.3247643634769478,1.2193443057340159
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3579,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post PVT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP_STD,0.13938485206154505,0.18729530472130593,0.17895424020320333,0.16352432471459868,0.12552463137253883,0.1713036439292699,0.12944104709851265,0.1385290581024286,0.17047179550541275,0.17494543173796528,0.1606273326456759,0.17998404859251135,0.13767276861760616,0.16422489089800246,0.18282319955868323,0.153193405613146,0.15292361534980595,0.192567912435563,0.19530187654281111,0.14781480391111035,0.1669161276844055,0.20784130362153044,0.14316868516391884,0.1594411179566972,0.20650120962119542,0.19128320918432082,0.1901620175183985,0.23066696999618155,0.1789908012638034,0.18660113298628692,0.1982281305636564,0.1974707476471754,0.16483760446717038,0.14287041728037372,0.14865027782771226,0.1564596697649233,0.1643500419322575,0.17929677419543072,0.15951341251329548,0.19420291238202922
Steer>3,0.0,0.12987012987012986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22787807408535127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17818339852238158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3620,BestCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,37,38,39,40,41,42,43
Pre PVT,3,3,1,1,0,1,3,5,5,1,4,2,0,0,3,6,2,1,1,2,9,3,2,3,2,0,3,6,10,5,5,2,2,2,6,0,2,2,3,1
Post PVT,2,1,2,4,2,5,3,3,4,0,1,0,2,3,6,3,4,2,6,4,4,1,11,0,1,4,5,2,7,5,2,2,1,0,2,1,2,3,1,4
LP_STD,0.23844229091264588,0.17637284241748263,0.2627738445029389,0.24157870697510742,0.2156646839465272,0.2227862059993888,0.2432371963862062,0.2539265032646564,0.2321636037826355,0.23891873086946852,0.0,0.22462837606242259,0.25484760217581737,0.2533304850751291,0.2705945562297211,0.21096339996216318,0.1935359037874736,0.19903230280778667,0.22381594154969214,0.24956513633928346,0.21721695467755167,0.16080090810134767,0.2235610500239181,0.20594306161306428,0.2094842865610997,0.24928332459929942,0.3306666568804292,0.21154853425177808,0.1972776578445207,0.23850551633454026,0.27375524599054074,0.1958758504900265,,0.18055832359492133,0.21664658474587623,0.17116549529173047,0.2296824041022954,0.2177940338539332,0.20784685540443637,0.2072696549830925
Steer>3,0.08037225042301184,0.008643042350907518,0.0,0.11468901632112924,0.0,0.13737622063946706,0.3430531732418525,0.3377110694183865,0.040964952207555756,0.5659196169429036,0.0,0.07497376007212575,0.2391904323827047,0.0,0.7666447688673276,0.6580679258294184,0.0,0.11270047680970958,0.3334436074952472,0.3928189099806924,0.3542667335770784,0.06996064713598601,0.5201324582201062,0.14410480349344978,0.3639791015937613,0.8785286729232876,0.8740618014615535,0.0,0.4050279329608938,0.0,1.612370501265778,1.2399094271606548,,0.0,0.16164008892588363,0.0,0.5455053071207133,0.4236767479929223,0.2557104802282374,0.34434816801718926
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Worst Case
3047,WorstCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,0,3,0,3,0,0,3,2,0,2,1,1,2,0,1,7,0,1,2,1,1,1,0,4,0,3,2,2,1,1,2,4,0,0,1,3,0,0,0,2
Post PVT,0,0,3,3,4,2,6,5,1,2,2,1,1,2,2,7,1,1,1,3,1,1,1,5,3,2,1,4,3,0,3,1,2,1,1,1,1,1,2,2
LP_STD,0.31747612360485145,0.2574512365996669,0.2738938748384685,0.329896528574678,0.2472370140490377,0.25360961499334467,0.386674120295787,0.3026064430989409,0.2803822760643907,0.2950362427784109,0.28055922920774246,0.353551189743291,0.28335268681456405,0.3319103606815522,0.29010019316676183,0.38507835924326655,0.2857774346914253,0.2762605970467703,0.22447255400339844,0.33545468298765246,0.24086520805399764,0.2550689516472665,0.2849705984342427,0.32294393834209983,0.2536459947019425,0.25241054835518234,0.2233916128760658,0.28847860257070856,0.25274605386400817,0.2836599346972003,0.3032593028356979,0.3171792684842962,0.23963103715607428,0.2480733500131252,0.2417064934598133,0.30465854443373724,0.219254948055219,0.23734285901893998,0.2706005252171938,0.2157811857466358
Steer>3,1.4665232915631883,0.8557804094923686,0.7138861434324894,1.9190143105565718,0.125,0.6032163766001215,5.436455463556423,3.874902557897689,0.5066889483986973,1.286010798122255,0.5296490111959187,2.498245816474018,0.06852444038373687,0.4605521397691216,0.5087543015185257,5.7226450100989155,0.2964725702689732,0.11089681774349083,0.0,3.056302195577716,0.2794759825327511,0.030541012216404883,0.16550522648083624,2.1445186089687103,0.5014092913751368,0.23456627513422648,0.2749411803150121,1.909280985987575,0.052770448548812667,0.14756104480999652,0.2780909020851057,3.2981064090712287,0.09888220120378331,0.26860580243113047,0.3094112591319295,3.4732950676981247,0.2861207171877325,0.16897746967071056,0.0,0.7975569619400622
MPH_STD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

3122,WorstCase
Session #,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Pre PVT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,1,1
